,airline,airline_id,source,source_id,dest,dest_id,codeshare,stops,equipment,latitude_source,longitude_source,latitude_dest,longitude_dest
0,DL,2009.0,ABE,4355.0,ATL,3682.0,,0,717,40.652099609375,-75.44080352783203,33.63669967651367,-84.4281005859375
1,DL,2009.0,ABQ,4019.0,ATL,3682.0,,0,757 320,35.04019927978516,-106.60900115966795,33.63669967651367,-84.4281005859375
2,DL,2009.0,ABQ,4019.0,MSP,3858.0,,0,320,35.04019927978516,-106.60900115966795,44.8819999695,-93.22180175780001
3,DL,2009.0,ACC,248.0,JFK,3797.0,,0,76W,5.605189800262451,-0.16678600013256073,40.63980103,-73.77890015
4,DL,2009.0,ACC,248.0,ROB,1063.0,,0,76W,5.605189800262451,-0.16678600013256073,6.233789920806885,-10.362299919128418
5,DL,2009.0,AGS,3658.0,ATL,3682.0,,0,M88 717,33.36989974975586,-81.9645004272461,33.63669967651367,-84.4281005859375
6,DL,2009.0,ALB,3864.0,ATL,3682.0,,0,M88,42.74829864501953,-73.80169677734375,33.63669967651367,-84.4281005859375
7,DL,2009.0,AMS,580.0,ATL,3682.0,,0,333 76W,52.308601379399995,4.7638897895799985,33.63669967651367,-84.4281005859375
8,DL,2009.0,AMS,580.0,BOM,2997.0,,0,76W,52.308601379399995,4.7638897895799985,19.088699340799998,72.8678970337
9,DL,2009.0,AMS,580.0,BOS,3448.0,,0,333,52.308601379399995,4.7638897895799985,42.36429977,-71.00520325
10,DL,2009.0,AMS,580.0,DTW,3645.0,,0,777 333 76W 332,52.308601379399995,4.7638897895799985,42.212398529052734,-83.35340118408203
11,DL,2009.0,AMS,580.0,EWR,3494.0,,0,76W,52.308601379399995,4.7638897895799985,40.69250106811523,-74.168701171875
12,DL,2009.0,AMS,580.0,JFK,3797.0,,0,76W,52.308601379399995,4.7638897895799985,40.63980103,-73.77890015
13,DL,2009.0,AMS,580.0,MSP,3858.0,,0,333 332 76W,52.308601379399995,4.7638897895799985,44.8819999695,-93.22180175780001
14,DL,2009.0,AMS,580.0,PDX,3720.0,,0,333,52.308601379399995,4.7638897895799985,45.58869934,-122.59799960000001
15,DL,2009.0,AMS,580.0,SEA,3577.0,,0,333,52.308601379399995,4.7638897895799985,47.44900131225586,-122.30899810791016
16,DL,2009.0,ANC,3774.0,MSP,3858.0,,0,738 757,61.174400329589844,-149.99600219726562,44.8819999695,-93.22180175780001
17,DL,2009.0,ANC,3774.0,SLC,3536.0,,0,738,61.174400329589844,-149.99600219726562,40.78839874267578,-111.97799682617188
18,DL,2009.0,ATL,3682.0,ABE,4355.0,,0,717,33.63669967651367,-84.4281005859375,40.652099609375,-75.44080352783203
19,DL,2009.0,ATL,3682.0,ABQ,4019.0,,0,757 320,33.63669967651367,-84.4281005859375,35.04019927978516,-106.60900115966795
20,DL,2009.0,ATL,3682.0,AGS,3658.0,,0,717 M88,33.63669967651367,-84.4281005859375,33.36989974975586,-81.9645004272461
21,DL,2009.0,ATL,3682.0,ALB,3864.0,,0,M88,33.63669967651367,-84.4281005859375,42.74829864501953,-73.80169677734375
22,DL,2009.0,ATL,3682.0,AMS,580.0,,0,333 76W,33.63669967651367,-84.4281005859375,52.308601379399995,4.7638897895799985
23,DL,2009.0,ATL,3682.0,AUA,2895.0,,0,738 757,33.63669967651367,-84.4281005859375,12.501399993896484,-70.01519775390625
24,DL,2009.0,ATL,3682.0,AUS,3673.0,,0,M90 M88 ,33.63669967651367,-84.4281005859375,30.194499969482425,-97.6698989868164
25,DL,2009.0,ATL,3682.0,AVL,4007.0,,0,M88,33.63669967651367,-84.4281005859375,35.43619918823242,-82.54180145263672
26,DL,2009.0,ATL,3682.0,BDA,4069.0,,0,319,33.63669967651367,-84.4281005859375,32.363998413085945,-64.67870330810547
27,DL,2009.0,ATL,3682.0,BDL,3825.0,,0,M88 73W 320,33.63669967651367,-84.4281005859375,41.9388999939,-72.68319702149999
28,DL,2009.0,ATL,3682.0,BHM,3811.0,,0,M88 320,33.63669967651367,-84.4281005859375,33.56290054,-86.75350189
29,DL,2009.0,ATL,3682.0,BNA,3690.0,,0,M88 738 319 320 73H 717,33.63669967651367,-84.4281005859375,36.1245002746582,-86.6781997680664
30,DL,2009.0,ATL,3682.0,BOG,2709.0,,0,73W,33.63669967651367,-84.4281005859375,4.70159,-74.1469
31,DL,2009.0,ATL,3682.0,BON,2896.0,,0,757,33.63669967651367,-84.4281005859375,12.130999565124512,-68.26850128173828
32,DL,2009.0,ATL,3682.0,BOS,3448.0,,0,M90 757 320 738 M88  319,33.63669967651367,-84.4281005859375,42.36429977,-71.00520325
33,DL,2009.0,ATL,3682.0,BRU,302.0,,0,76W,33.63669967651367,-84.4281005859375,50.9014015198,4.48443984985
34,DL,2009.0,ATL,3682.0,BSB,2531.0,,0,752,33.63669967651367,-84.4281005859375,-15.86916732788086,-47.92083358764648
35,DL,2009.0,ATL,3682.0,BTR,3846.0,,0,319,33.63669967651367,-84.4281005859375,30.53319931,-91.14959717
36,DL,2009.0,ATL,3682.0,BUF,3820.0,,0,M90 M88,33.63669967651367,-84.4281005859375,42.94049835,-78.73220062
37,DL,2009.0,ATL,3682.0,BWI,3849.0,,0,M88 M90 757 320 73W,33.63669967651367,-84.4281005859375,39.17539978,-76.66829681
38,DL,2009.0,ATL,3682.0,BZE,1957.0,,0,319 M88,33.63669967651367,-84.4281005859375,17.539100646972653,-88.30819702148438
39,DL,2009.0,ATL,3682.0,CAE,3561.0,,0,717 M88 319,33.63669967651367,-84.4281005859375,33.93880081176758,-81.11949920654297
40,DL,2009.0,ATL,3682.0,CAK,4112.0,,0,M88,33.63669967651367,-84.4281005859375,40.916099548339844,-81.44219970703125
41,DL,2009.0,ATL,3682.0,CCS,2851.0,,0,757,33.63669967651367,-84.4281005859375,10.6031169891,-66.9905853271
42,DL,2009.0,ATL,3682.0,CDG,1382.0,,0,76W,33.63669967651367,-84.4281005859375,49.0127983093,2.54999995232
43,DL,2009.0,ATL,3682.0,CHA,3578.0,,0,M88,33.63669967651367,-84.4281005859375,35.03530120849609,-85.20379638671875
44,DL,2009.0,ATL,3682.0,CHS,3806.0,,0,319 320 M88 73W 717,33.63669967651367,-84.4281005859375,32.89860153,-80.04049683
45,DL,2009.0,ATL,3682.0,CLE,3486.0,,0,717 M88 ,33.63669967651367,-84.4281005859375,41.411701202399996,-81.8498001099
46,DL,2009.0,ATL,3682.0,CLT,3876.0,,0,M90 M88 319,33.63669967651367,-84.4281005859375,35.2140007019043,-80.94309997558594
47,DL,2009.0,ATL,3682.0,CMH,3759.0,,0,73W M88 738 319,33.63669967651367,-84.4281005859375,39.99800109863281,-82.89189910888672
48,DL,2009.0,ATL,3682.0,COS,3819.0,,0,738,33.63669967651367,-84.4281005859375,38.805801391602,-104.70099639893
49,DL,2009.0,ATL,3682.0,CRW,4285.0,,0,319,33.63669967651367,-84.4281005859375,38.37310028076172,-81.59320068359375
50,DL,2009.0,ATL,3682.0,CUN,1852.0,,0,M88 757 320,33.63669967651367,-84.4281005859375,21.036500930800003,-86.8770980835
51,DL,2009.0,ATL,3682.0,CVG,3488.0,,0,M88 738 320  319,33.63669967651367,-84.4281005859375,39.0488014221,-84.6678009033
52,DL,2009.0,ATL,3682.0,CZM,1800.0,,0,319 M88,33.63669967651367,-84.4281005859375,20.52239990234375,-86.92559814453125
53,DL,2009.0,ATL,3682.0,DAB,3950.0,,0,M90 757 M88,33.63669967651367,-84.4281005859375,29.179899,-81.058098
54,DL,2009.0,ATL,3682.0,DAY,3627.0,,0,M88,33.63669967651367,-84.4281005859375,39.90240097045898,-84.21939849853516
55,DL,2009.0,ATL,3682.0,DCA,3520.0,,0,M90 M88 757 320 738 ,33.63669967651367,-84.4281005859375,38.8521,-77.037697
56,DL,2009.0,ATL,3682.0,DEN,3751.0,,0,M90 738 757,33.63669967651367,-84.4281005859375,39.861698150635,-104.672996521
57,DL,2009.0,ATL,3682.0,DFW,3670.0,,0,M88 319 738,33.63669967651367,-84.4281005859375,32.896800994873054,-97.03800201416016
58,DL,2009.0,ATL,3682.0,DSM,3729.0,,0,M88,33.63669967651367,-84.4281005859375,41.53400039672852,-93.66310119628906
59,DL,2009.0,ATL,3682.0,DTW,3645.0,,0,320 M88 73H M90 757 739,33.63669967651367,-84.4281005859375,42.212398529052734,-83.35340118408203
60,DL,2009.0,ATL,3682.0,DUB,599.0,,0,76W,33.63669967651367,-84.4281005859375,53.42129898071289,-6.2700700759887695
61,DL,2009.0,ATL,3682.0,DUS,345.0,,0,76W,33.63669967651367,-84.4281005859375,51.28950119018555,6.766779899597168
62,DL,2009.0,ATL,3682.0,DXB,2188.0,,0,77L,33.63669967651367,-84.4281005859375,25.252799987800003,55.3643989563
63,DL,2009.0,ATL,3682.0,ECP,7669.0,,0,717 M88,33.63669967651367,-84.4281005859375,30.357105999999998,-85.79541400000001
64,DL,2009.0,ATL,3682.0,ELP,3559.0,,0,M88,33.63669967651367,-84.4281005859375,31.80719948,-106.37799840000002
65,DL,2009.0,ATL,3682.0,EWR,3494.0,,0,717 319,33.63669967651367,-84.4281005859375,40.69250106811523,-74.168701171875
66,DL,2009.0,ATL,3682.0,EYW,3875.0,,0,73W,33.63669967651367,-84.4281005859375,24.556100845336914,-81.75959777832031
67,DL,2009.0,ATL,3682.0,EZE,3988.0,,0,76W,33.63669967651367,-84.4281005859375,-34.8222,-58.5358
68,DL,2009.0,ATL,3682.0,FAY,5738.0,,0,73W,33.63669967651367,-84.4281005859375,34.991199493408196,-78.88030242919922
69,DL,2009.0,ATL,3682.0,FCO,1555.0,,0,333,33.63669967651367,-84.4281005859375,41.800277799999996,12.238888900000001
70,DL,2009.0,ATL,3682.0,FLL,3533.0,,0,757 M90 739,33.63669967651367,-84.4281005859375,26.072599411010746,-80.15270233154297
71,DL,2009.0,ATL,3682.0,FNT,4089.0,,0,M88,33.63669967651367,-84.4281005859375,42.96540069580078,-83.74359893798828
72,DL,2009.0,ATL,3682.0,FPO,1948.0,,0,M88,33.63669967651367,-84.4281005859375,26.5587005615,-78.695602417
73,DL,2009.0,ATL,3682.0,FRA,340.0,,0,764,33.63669967651367,-84.4281005859375,50.033333299999995,8.5705556
74,DL,2009.0,ATL,3682.0,GCM,1926.0,,0,M88,33.63669967651367,-84.4281005859375,19.292800903299998,-81.3576965332
75,DL,2009.0,ATL,3682.0,GDL,1804.0,,0,320,33.63669967651367,-84.4281005859375,20.521799087524414,-103.31099700927734
76,DL,2009.0,ATL,3682.0,GIG,2560.0,,0,764,33.63669967651367,-84.4281005859375,-22.809999465900002,-43.2505569458
77,DL,2009.0,ATL,3682.0,GNV,3472.0,,0,717,33.63669967651367,-84.4281005859375,29.6900997162,-82.27179718020001
78,DL,2009.0,ATL,3682.0,GPT,4038.0,,0,M88,33.63669967651367,-84.4281005859375,30.40730094909668,-89.07009887695312
79,DL,2009.0,ATL,3682.0,GRR,3685.0,,0,717 M88 320 319,33.63669967651367,-84.4281005859375,42.88079834,-85.52279663
80,DL,2009.0,ATL,3682.0,GRU,2564.0,,0,76W,33.63669967651367,-84.4281005859375,-23.435556411743164,-46.47305679321289
81,DL,2009.0,ATL,3682.0,GSO,4008.0,,0,M88 73H 320 738  319,33.63669967651367,-84.4281005859375,36.097801208496094,-79.93730163574219
82,DL,2009.0,ATL,3682.0,GSP,4034.0,,0,M88 319 717,33.63669967651367,-84.4281005859375,34.895698547399995,-82.2189025879
83,DL,2009.0,ATL,3682.0,GUA,1767.0,,0,757,33.63669967651367,-84.4281005859375,14.58329963684082,-90.52749633789062
84,DL,2009.0,ATL,3682.0,HNL,3728.0,,0,333,33.63669967651367,-84.4281005859375,21.318700790405273,-157.9219970703125
85,DL,2009.0,ATL,3682.0,HOU,3566.0,,0,M88 ,33.63669967651367,-84.4281005859375,29.64539909,-95.27890015
86,DL,2009.0,ATL,3682.0,HSV,4113.0,,0,M88 717,33.63669967651367,-84.4281005859375,34.637199401855,-86.775100708008
