HashProjectID,AverageCount,AverageForecast,Error,AbsError,PercentError,AbsPE,UnemploymentRate_ForecastYear,UnemploymentRate_YearProduced,UnemploymentRate_OpeningYear,Diff_Year,UnifiedImprovementType,Forecast_Method,Area_Type,ForecastYear,YearForecastProduced,Year_ofObservation,ImprovementType,Agency,FunctionalClass
768,42360,42365,-5,5,-0.011802195,0.011802195,10.2,10.2,10.3,1,1,6,3,2011,2010,2009,1,6,1
769,58012.5,57314.375,698.125,698.125,1.218062659,1.218062659,6.7,5.475,5.5,3,2,6,3,2010,2007,2007,11,6,1
770,71457.77778,88754.44444,-17296.66667,17296.66667,-19.48822594,19.48822594,10.23333333,6.5,10.23333333,1,1,6,3,2009,2008,2010,1,6,1
771,72326.66667,95145.55556,-22818.88889,22818.88889,-23.98313695,23.98313695,10.21111111,5.5,10.21111111,3,1,6,3,2010,2007,2010,1,6,1
772,12380,12380,0,0,0,0,8.9,9.55,8.9,1,1,6,3,2012,2011,2011,1,6,4
773,6925,7748,-823,823,-10.62209602,10.62209602,6.5,10.3,6.5,1,1,6,3,2010,2009,2008,1,6,4
774,56270,67126,-10856,10856,-16.17257099,16.17257099,10.3,10.2,10.3,2,1,6,3,2012,2010,2009,1,6,1
775,1185,1441.25,-256.25,256.25,-17.77970512,17.77970512,8.35,7.4,10.2,1,1,6,3,2013,2012,2010,1,6,5
776,693.3333333,789.4466667,-96.11333333,96.11333333,-12.1747722,12.1747722,10.2,10.2,10.2,1,1,6,3,2011,2010,2010,1,6,6
777,1326.666667,1810.276667,-483.61,483.61,-26.71470107,26.71470107,10.2,10.2,10.2,1,1,6,3,2011,2010,2010,1,6,5
778,1070,1246.39,-176.39,176.39,-14.15207118,14.15207118,10.2,10.2,10.2,1,1,6,3,2011,2010,2010,1,6,5
779,17730,19785.83,-2055.83,2055.83,-10.39041577,10.39041577,6.5,10.2,10.2,1,1,6,3,2011,2010,2010,1,6,3
780,3376.666667,3153.333333,223.3333333,223.3333333,7.082452431,7.082452431,8.333333333,8.9,8.333333333,1,1,6,3,2012,2011,2012,1,6,5
781,2620,2560,60,60,2.34375,2.34375,10.3,10.2,10.3,2,1,6,3,2013,2011,2009,1,6,4
782,3140,3036,104,104,3.425559947,3.425559947,10.2,8.9,10.2,3,1,6,3,2014,2011,2010,1,6,5
783,1370,1452,-82,82,-5.64738292,5.64738292,10.2,8.9,10.2,3,1,6,3,2014,2011,2010,1,6,5
784,2860,2860,0,0,0,0,6.5,10.3,10.3,0,1,6,3,2010,2010,2009,1,6,3
785,19610,19609,1,1,0.005099699,0.005099699,5.5,10.2,6.5,0,1,6,3,2010,2010,2008,1,6,3
786,52020,52024.5,-4.5,4.5,-0.008649771,0.008649771,10.3,10.3,6.5,2,1,6,3,2011,2009,2008,1,6,1
787,20170,19485.25,684.75,684.75,3.514196636,3.514196636,7.7,8.4,8.9,3,1,6,3,2012,2009,2011,3,6,4
788,11470,12660,-1190,1190,-9.399684044,9.399684044,10.2,7.4,10.2,0,1,6,3,2012,2012,2010,1,6,3
789,73371,72520,851,851,1.173469388,1.173469388,7.4,10.3,7.4,3,1,6,3,2012,2009,2012,1,6,1
790,128265,135067,-6802,6802,-5.036019161,5.036019161,10.2,10.2,10.2,4,1,6,3,2014,2010,2010,2,6,1
791,2010,2647,-637,637,-24.06497922,24.06497922,7.4,6.5,7.4,5,1,6,3,2013,2008,2012,1,6,5
792,24000,26971,-2971,2971,-11.0155352,11.0155352,10.25,6.5,10.2,6,1,6,3,2014,2008,2010,2,6,3
793,15530,15940,-410,410,-2.572145546,2.572145546,10.2,10.2,10.2,4,1,6,3,2014,2010,2010,1,6,3
794,21575,25114.33333,-3539.333333,3539.333333,-14.09288189,14.09288189,9.666666667,10.3,10.3,1,2,6,3,2010,2009,2009,11,6,4
795,25005,31058,-6053,6053,-19.48934252,19.48934252,7.4,6.5,7.4,5,1,6,3,2013,2008,2013,2,6,3
796,51870,64368.25,-12498.25,12498.25,-19.41679322,19.41679322,10.25,10.3,10.25,1,1,6,3,2010,2009,2010,1,6,1
797,6000,8600,-2600,2600,-30.23255814,30.23255814,10.2,6.5,10.2,2,1,6,3,2010,2008,2010,1,6,4
798,2050,2175,-125,125,-5.747126437,5.747126437,10.3,10.3,10.2,2,1,6,3,2011,2009,2010,1,6,5
799,12310,12015.5,294.5,294.5,2.451000791,2.451000791,10.2,10.2,10.2,1,1,6,3,2011,2010,2010,1,6,3
800,3550,3549,1,1,0.028176951,0.028176951,6.5,10.3,6.5,1,1,6,3,2011,2010,2008,1,6,3
801,53400,53401.66667,-1.666666667,1.666666667,-0.003121001,0.003121001,6.5,10.23333333,6.5,3,1,6,3,2013,2010,2008,1,6,1
802,3855,4720.75,-865.75,865.75,-18.33924694,18.33924694,8.9,10.3,8.9,3,1,6,3,2012,2009,2011,2,6,5
803,2510,3800,-1290,1290,-33.94736842,33.94736842,7.4,7.4,7.4,2,3,6,3,2014,2012,2013,12,6,5
804,1190,930,260,260,27.95698925,27.95698925,5.8,7.4,5.4,2,3,6,3,2014,2012,2014,12,6,5
805,116762,117200,-438,438,-0.373720137,0.373720137,7.4,7.4,7.4,1,3,6,3,2013,2012,2013,12,6,1
806,62680,68760,-6080,6080,-8.842350204,8.842350204,10.2,10.3,10.2,1,1,6,3,2010,2009,2010,1,6,1
807,720,826.67,-106.67,106.67,-12.903577,12.903577,10.3,10.3,6.5,4,1,6,3,2013,2009,2008,1,6,6
808,1840,1836,4,4,0.217864924,0.217864924,10.3,8.9,10.3,2,1,6,3,2013,2011,2009,1,6,5
809,72930,84068,-11138,11138,-13.24879859,13.24879859,10.3,10.2,10.3,3,1,6,3,2013,2010,2009,1,6,1
810,59640,64360.83,-4720.83,4720.83,-7.334942697,7.334942697,10.3,10.3,10.3,1,1,6,3,2010,2009,2009,1,6,1
811,141060,161933.5,-20873.5,20873.5,-12.89016788,12.89016788,10.2,6.5,10.2,1,1,6,3,2009,2008,2010,1,6,1
812,6325,8574.5,-2249.5,2249.5,-26.23476588,26.23476588,9.55,10.25,9.55,3,1,6,3,2012,2009,2010,1,6,3
813,6000,6672,-672,672,-10.07194245,10.07194245,10.2,6.5,10.2,1,1,6,3,2009,2008,2010,1,6,4
814,119783.3333,131093.6667,-11310.33333,11310.33333,-8.627673343,8.627673343,10.3,6.5,10.3,3,2,6,3,2011,2008,2009,11,6,1
815,8985,9701.75,-716.75,716.75,-7.3878424,7.3878424,8.4,6.5,10.3,2,1,6,3,2010,2008,2009,2,6,4
816,121010,139230,-18220,18220,-13.08626015,13.08626015,10.2,6.5,10.2,2,1,6,3,2010,2008,2010,1,6,1
817,141576.6667,165091.5,-23514.83333,23514.83333,-14.24351546,14.24351546,9.033333333,6.5,10.3,2,1,6,3,2010,2008,2009,1,6,1
818,100530,122976.6667,-22446.66667,22446.66667,-18.25278508,18.25278508,7.4,10.3,7.4,4,2,6,3,2013,2009,2013,11,6,1
819,4016.25,4564.1675,-547.9175,547.9175,-12.00476319,12.00476319,10.125,8.9,10.3,2,1,6,3,2013,2011,2009,1,6,5
820,12802,13330,-528,528,-3.960990248,3.960990248,7.4,8.9,7.4,2,1,6,3,2013,2011,2013,1,6,4
821,22240,19400,2840,2840,14.63917526,14.63917526,10.3,10.3,5.5,2,1,6,3,2011,2009,2007,2,6,3
822,15080,18350,-3270,3270,-17.82016349,17.82016349,10.2,10.3,10.2,5,1,6,3,2014,2009,2010,2,6,3
823,27620,32912.75,-5292.75,5292.75,-16.08115396,16.08115396,10.2125,10.2125,10.2,4,2,6,3,2014,2010,2010,11,6,3
824,2180,2290,-110,110,-4.80349345,4.80349345,6.5,10.2,10.3,0,1,6,3,2010,2010,2009,1,6,5
825,62090,63820,-1730,1730,-2.710748982,2.710748982,10.2,10.3,10.2,5,1,6,3,2014,2009,2010,1,6,1
826,28735,28204.6875,530.3125,530.3125,1.880228242,1.880228242,6.5,6.5,6.5,5,2,6,3,2013,2008,2008,11,6,1
827,28023.33333,27196.94444,826.3888889,826.3888889,3.038535783,3.038535783,6.766666667,6.766666667,6.5,5,2,6,3,2013,2008,2008,11,6,5
828,370,522,-152,152,-29.11877395,29.11877395,6.5,10.3,6.5,2,1,6,3,2011,2009,2008,1,6,6
829,8060,7600,460,460,6.052631579,6.052631579,7.4,7.4,7.4,0,3,6,3,2013,2013,2013,12,6,3
830,2360,2530,-170,170,-6.719367589,6.719367589,10.2,6.5,10.2,2,1,6,3,2010,2008,2010,1,6,5
831,8800,4030,4770,4770,118.3622829,118.3622829,10.2,8.9,8.9,5,1,6,3,2016,2011,2011,1,6,4
832,6541.5,6027.5,514,514,8.527581916,8.527581916,7.4,8.9,7.4,2,1,6,3,2013,2011,2013,1,6,3
833,45330,54596.335,-9266.335,9266.335,-16.97244879,16.97244879,10.3,10.3,10.3,2,1,6,3,2011,2009,2009,2,6,1
834,16968,17765.6,-797.6,797.6,-4.489575359,4.489575359,9.54,10.2,10.3,0,1,6,3,2010,2010,2009,2,6,4
835,23993,25891.2,-1898.2,1898.2,-7.331448523,7.331448523,10.21,9.92,10.2,5,1,6,3,2014,2009,2010,3,6,4
836,5093.333333,4696,397.3333333,397.3333333,8.461101647,8.461101647,9.033333333,10.3,10.3,2,1,6,3,2011,2009,2009,2,6,5
837,14885,12046,2839,2839,23.56798937,23.56798937,8.4,10.3,10.3,2,1,6,3,2011,2009,2009,2,6,3
838,81565,89804,-8239,8239,-9.174424302,9.174424302,7.9,10.2,10.2,1,1,6,3,2011,2010,2010,1,6,3
839,60970,62282,-1312,1312,-2.106547638,2.106547638,10.2,10.2,10.2,2,1,6,3,2012,2010,2010,1,6,1
840,59911.33333,62041,-2129.666667,2129.666667,-3.432676241,3.432676241,9.266666667,8.9,9.266666667,1,1,6,3,2012,2011,2010,1,6,1
841,58830,58650,180,180,0.306905371,0.306905371,7.4,8.9,7.4,1,1,6,3,2012,2011,2012,1,6,1
842,13100,11638,1462,1462,12.56229593,12.56229593,7.4,10.2,7.4,4,1,6,3,2014,2010,2013,2,6,3
843,960,832,128,128,15.38461538,15.38461538,6.5,10.3,10.3,1,1,6,3,2010,2009,2009,2,6,6
844,96110,107450,-11340,11340,-10.55374593,10.55374593,10.2,10.2,10.2,0,1,6,3,2010,2010,2010,1,6,1
845,3260,3606,-346,346,-9.595119246,9.595119246,6.5,10.3,6.5,5,1,6,3,2014,2009,2008,1,6,5
846,119000,148840,-29840,29840,-20.04837409,20.04837409,10.2,10.3,10.2,1,1,6,3,2010,2009,2010,1,6,1
847,12280,12280,0,0,0,0,10.3,10.2,6.5,0,1,6,3,2010,2010,2008,1,6,4
848,10520,9630.8,889.2,889.2,9.23287785,9.23287785,6.44,10.3,6.44,2,1,6,3,2011,2009,2007,1,6,3
849,3607.5,4357.5,-750,750,-17.21170396,17.21170396,6.5,10.3,6.5,1,1,6,3,2010,2009,2008,2,6,4
850,38826.66667,29892.22,8934.446667,8934.446667,29.88886963,29.88886963,6.5,10.3,6.5,1,1,6,3,2010,2009,2008,2,6,1
851,1310,1224,86,86,7.026143791,7.026143791,10.2,10.3,10.2,2,1,6,3,2011,2009,2010,1,6,5
852,4075,4041.665,33.335,33.335,0.824783845,0.824783845,10.3,8.9,10.3,2,1,6,3,2013,2011,2009,1,6,4
853,1500,1498.335,1.665,1.665,0.111123347,0.111123347,10.3,8.9,10.3,2,1,6,3,2013,2011,2009,1,6,5
854,1050,1050,0,0,0,0,10.2,7.4,10.3,2,1,6,3,2014,2012,2009,1,6,5
855,2990,2990,0,0,0,0,10.3,10.3,10.3,0,1,6,3,2009,2009,2009,1,6,3
856,22023.33333,21036.66667,986.6666667,986.6666667,4.690223419,4.690223419,8.666666667,9.033333333,5.5,2,1,6,3,2011,2009,2007,2,6,3
857,19060,22547.5,-3487.5,3487.5,-15.46734671,15.46734671,10.2,10.3,10.3,5,1,6,3,2014,2009,2009,1,6,3
858,3806.666667,3807.223333,-0.556666667,0.556666667,-0.014621329,0.014621329,10.3,10.3,10.3,1,1,6,3,2010,2009,2009,1,6,3
859,88165,86382,1783,1783,2.064087426,2.064087426,10.2,10.3,10.2,5,1,6,3,2014,2009,2010,1,6,1
860,17780,15110,2670,2670,17.67041694,17.67041694,10.2,7.4,10.2,2,1,6,3,2014,2012,2010,2,6,4
861,24645,25848,-1203,1203,-4.654131848,4.654131848,8.35,8.8,6.5,6,1,6,3,2016,2010,2008,1,6,5
862,1846,2190,-344,344,-15.70776256,15.70776256,7.4,10.2,7.4,3,1,6,3,2013,2010,2013,1,6,5
863,114580,111862,2718,2718,2.42977955,2.42977955,10.2,8.9,10.2,5,1,6,3,2016,2011,2010,1,6,1
864,13053.33333,13166.66667,-113.3333333,113.3333333,-0.860759494,0.860759494,7.1,10.2,5.5,0,1,6,3,2010,2010,2007,1,6,1
865,6818,7596.25,-778.25,778.25,-10.24518677,10.24518677,5.2,7.4,5.2,2,1,6,3,2014,2012,2015,1,6,5
866,34930,36190,-1260,1260,-3.481624758,3.481624758,7.4,8.9,7.4,2,1,6,3,2013,2011,2013,1,6,1
867,1840,1836,4,4,0.217864924,0.217864924,10.3,8.9,10.3,2,1,6,3,2013,2011,2009,1,6,5
868,1520,1646.5,-126.5,126.5,-7.682963863,7.682963863,10.2,7.4,10.3,4,1,6,3,2016,2012,2009,1,6,5
869,70890,75090,-4200,4200,-5.593288054,5.593288054,6.5,10.3,6.5,0,1,6,3,2009,2009,2008,1,6,1
870,4970,4478,492,492,10.98704779,10.98704779,10.2,10.3,10.2,3,1,6,3,2012,2009,2010,1,6,4
871,2230,2237,-7,7,-0.312919088,0.312919088,8.9,10.3,8.9,3,1,6,3,2012,2009,2011,1,6,5
872,14950,16730.5,-1780.5,1780.5,-10.64224022,10.64224022,10.2,10.2,10.2,1,1,6,3,2011,2010,2010,1,6,3
873,15360,16548,-1188,1188,-7.179115301,7.179115301,5.4,10.2,5.4,4,1,6,3,2014,2010,2006,1,6,4
874,47672,48284,-612,612,-1.267500621,1.267500621,7.4,8.9,7.4,2,1,6,3,2013,2011,2013,1,6,1
875,77380,77379,1,1,0.00129234,0.00129234,10.3,8.9,10.2,5,1,6,3,2016,2011,2010,1,6,1
876,82670,97721,-15051,15051,-15.40201185,15.40201185,10.2,8.9,10.2,5,1,6,3,2016,2011,2010,1,6,1
877,8380,9934.5,-1554.5,1554.5,-15.64749107,15.64749107,8.9,10.3,8.9,2,1,6,3,2012,2010,2011,1,6,4
878,9964.545455,9712.545455,252,252,2.594582452,2.594582452,6.018181818,10.2,5.5,1,1,6,3,2011,2010,2007,2,6,3
879,67100,67339,-239,239,-0.354920625,0.354920625,10.2,8.9,10.2,5,1,6,3,2016,2011,2010,1,6,1
880,12090,12735.5,-645.5,645.5,-5.068509285,5.068509285,6.5,10.2,6.5,1,1,6,3,2011,2010,2008,1,6,3
881,11860,13100,-1240,1240,-9.465648855,9.465648855,10.25,10.2,10.3,4,1,6,3,2014,2010,2009,1,6,4
882,22036,22657.95,-621.95,621.95,-2.744952655,2.744952655,10.2,8.9,10.2,5,3,6,3,2016,2011,2010,12,6,3
883,76020,86093.5,-10073.5,10073.5,-11.70065104,11.70065104,10.2,10.2,10.2,1,1,6,3,2011,2010,2010,1,6,1
884,107760,120850,-13090,13090,-10.83160943,10.83160943,7.4,8.9,7.4,2,1,6,3,2013,2011,2013,1,6,1
885,23500,29200,-5700,5700,-19.52054795,19.52054795,4.2,6.3,5.4,5,1,5,3,2013,2008,2015,1,1,8
886,23000,29100,-6100,6100,-20.96219931,20.96219931,5.5,6.3,6.3,4,3,5,3,2012,2008,2014,12,1,8
887,9950,9450,500,500,5.291005291,5.291005291,7.4,8.9,7.4,1,1,6,3,2012,2011,2012,1,6,3
888,19800,24100,-4300,4300,-17.84232365,17.84232365,6.3,6.3,7.2,3,3,5,3,2011,2008,2013,12,1,8
889,5930,6420,-490,490,-7.632398754,7.632398754,10.3,10.2,10.3,1,1,6,3,2011,2010,2009,1,6,4
890,41000,47700,-6700,6700,-14.04612159,14.04612159,7.2,6.3,5.4,5,1,5,3,2013,2008,2015,1,1,8
891,16600,30100,-13500,13500,-44.85049834,44.85049834,5.5,6.3,5.4,5,1,4,3,2013,2008,2015,1,1,8
892,1050,1045,5,5,0.4784689,0.4784689,10.3,8.9,8.9,2,1,6,3,2013,2011,2011,1,6,5
893,33000,39200,-6200,6200,-15.81632653,15.81632653,5.5,6.3,6.3,4,1,5,3,2012,2008,2014,1,1,8
894,23000,30300,-7300,7300,-24.09240924,24.09240924,11.1,3.2,6.3,4,1,5,3,2012,2008,2014,1,1,8
895,41000,37400,3600,3600,9.625668449,9.625668449,6.3,6.3,6.3,4,3,5,3,2012,2008,2014,12,1,8
896,24500,25500,-1000,1000,-3.921568627,3.921568627,6.3,6.3,6.3,4,3,5,3,2012,2008,2014,12,1,8
897,15100,23900,-8800,8800,-36.82008368,36.82008368,6.3,6.3,6.3,4,3,5,3,2012,2008,2014,12,1,8
898,11560,15099.78571,-3539.785714,3539.785714,-23.44262218,23.44262218,10.28571429,7.4,10.3,4,1,6,3,2016,2012,2009,2,6,3
899,9000,15600,-6600,6600,-42.30769231,42.30769231,6.3,6.3,5.4,5,1,5,3,2013,2008,2015,1,1,8
900,50500,61700,-11200,11200,-18.15235008,18.15235008,5.5,6.3,7.2,3,1,5,3,2011,2008,2013,1,1,8
901,23210,23216,-6,6,-0.025844245,0.025844245,10.2,10.2,10.2,2,1,6,3,2012,2010,2010,1,6,3
902,920,1800,-880,880,-48.88888889,48.88888889,7.4,7.4,7.4,1,3,6,3,2013,2012,2013,12,6,5
903,3300,3700,-400,400,-10.81081081,10.81081081,7.2,6.3,5.4,5,3,5,3,2013,2008,2015,12,1,8
904,2370,2300,70,70,3.043478261,3.043478261,7.4,7.4,7.4,0,3,6,3,2013,2013,2013,12,6,5
905,41000,42900,-1900,1900,-4.428904429,4.428904429,5.5,6.3,7.2,3,3,4,3,2011,2008,2013,12,1,8
906,42120,42115,5,5,0.011872255,0.011872255,10.3,10.2,10.3,5,1,6,3,2015,2010,2009,1,6,1
907,11440,19860,-8420,8420,-42.39677744,42.39677744,6.5,10.2,10.3,6,1,6,3,2016,2010,2009,1,6,3
908,17100,22400,-5300,5300,-23.66071429,23.66071429,7.2,6.3,8.5,2,1,5,3,2010,2008,2012,1,1,8
909,17900,18800,-900,900,-4.787234043,4.787234043,8.5,6.3,8.5,2,1,5,3,2010,2008,2012,1,1,8
910,17200,16400,800,800,4.87804878,4.87804878,8.5,6.3,8.5,2,1,5,3,2010,2008,2012,1,1,8
911,14100,15400,-1300,1300,-8.441558442,8.441558442,5.5,10.4,8.5,2,1,5,3,2010,2008,2012,1,1,8
912,2120,2160,-40,40,-1.851851852,1.851851852,5.8,8.9,5.4,3,1,6,3,2014,2011,2014,1,6,5
913,40000,36500,3500,3500,9.589041096,9.589041096,8.5,6.3,6.3,4,1,5,3,2012,2008,2014,1,1,8
914,5900,9900,-4000,4000,-40.4040404,40.4040404,4.8,10,6.3,4,1,5,3,2012,2008,2014,1,1,8
915,17300,14600,2700,2700,18.49315068,18.49315068,6.3,6.3,5.4,5,1,5,3,2013,2008,2015,1,1,8
916,22000,23300,-1300,1300,-5.579399142,5.579399142,5.5,6.3,5.4,5,1,5,3,2013,2008,2015,1,1,8
917,7400,7410,-10,10,-0.134952767,0.134952767,10.3,7.4,8.9,4,1,6,3,2016,2012,2011,1,6,5
918,7000,9500,-2500,2500,-26.31578947,26.31578947,5.5,6.3,6.3,4,1,5,3,2012,2008,2014,1,1,8
919,5900,7600,-1700,1700,-22.36842105,22.36842105,6.3,6.3,6.3,4,3,5,3,2012,2008,2014,12,1,8
920,10600,14600,-4000,4000,-27.39726027,27.39726027,6.3,6.3,6.3,4,3,5,3,2012,2008,2014,12,1,8
921,8200,9400,-1200,1200,-12.76595745,12.76595745,6.3,6.3,8.5,2,1,5,3,2010,2008,2012,1,1,8
922,5100,5800,-700,700,-12.06896552,12.06896552,8.5,6.3,9.9,1,1,5,3,2009,2008,2011,3,1,8
923,16100,30800,-14700,14700,-47.72727273,47.72727273,10,6.3,5.4,5,1,5,3,2013,2008,2015,1,1,8
924,51515,31100,20415,20415,65.64308682,65.64308682,4.8,10,7.2,3,1,5,3,2011,2008,2013,3,1,8
925,20400,30100,-9700,9700,-32.22591362,32.22591362,7.2,6.3,5.4,5,1,4,3,2013,2008,2015,1,1,8
926,19200,25400,-6200,6200,-24.40944882,24.40944882,5.5,6.3,5.4,5,3,4,3,2013,2008,2015,12,1,8
927,19500,33100,-13600,13600,-41.08761329,41.08761329,5.5,6.3,4.8,6,1,5,3,2014,2008,2016,3,1,8
928,21000,25300,-4300,4300,-16.99604743,16.99604743,4.8,6.3,6.3,4,3,2,3,2012,2008,2014,12,1,8
929,42000,50500,-8500,8500,-16.83168317,16.83168317,6.3,6.3,4.8,6,1,5,3,2014,2008,2016,3,1,8
930,22000,23400,-1400,1400,-5.982905983,5.982905983,4.8,6.3,7.2,3,1,5,3,2011,2008,2013,1,1,8
931,22000,27400,-5400,5400,-19.7080292,19.7080292,7.2,6.3,7.2,3,1,5,3,2011,2008,2013,1,1,8
932,28000,33300,-5300,5300,-15.91591592,15.91591592,7.2,6.3,6.3,4,1,5,3,2012,2008,2014,1,1,8
933,35000,39000,-4000,4000,-10.25641026,10.25641026,6.3,6.3,6.3,4,1,5,3,2012,2008,2014,1,1,8
934,12900,22600,-9700,9700,-42.92035398,42.92035398,6.3,6.3,4.8,6,1,5,3,2014,2008,2016,1,1,8
935,1650,2900,-1250,1250,-43.10344828,43.10344828,4.8,6.3,7.2,3,1,5,3,2011,2008,2013,1,1,8
936,37000,43200,-6200,6200,-14.35185185,14.35185185,7.2,6.3,5.4,5,1,5,3,2013,2008,2015,1,1,8
937,39500,45300,-5800,5800,-12.80353201,12.80353201,5.5,6.3,9.9,1,1,5,3,2009,2008,2011,1,1,8
938,34000,34900,-900,900,-2.578796562,2.578796562,10,6.3,6.3,4,3,5,3,2012,2008,2014,12,1,8
939,19500,31900,-12400,12400,-38.87147335,38.87147335,4.8,6.3,4.8,6,1,5,3,2014,2008,2016,3,1,8
940,23500,31500,-8000,8000,-25.3968254,25.3968254,6.3,6.3,7.2,3,3,5,3,2011,2008,2013,12,1,8
941,7100,17200,-10100,10100,-58.72093023,58.72093023,7.2,6.3,4.8,6,1,5,3,2014,2008,2016,3,1,8
942,17100,25100,-8000,8000,-31.87250996,31.87250996,4.8,6.3,4.8,6,1,5,3,2014,2008,2016,3,1,8
943,11200,19700,-8500,8500,-43.14720812,43.14720812,4.8,6.3,4.8,6,1,5,3,2014,2008,2016,3,1,8
944,31500,42000,-10500,10500,-25,25,4.8,6.3,5.4,4,1,4,3,2013,2009,2015,1,1,8
945,46000,56300,-10300,10300,-18.29484902,18.29484902,5.5,10.4,5.4,4,1,5,3,2013,2009,2015,1,1,8
946,45500,51800,-6300,6300,-12.16216216,12.16216216,5.5,10,5.4,4,1,5,3,2013,2009,2015,1,1,8
947,23500,31700,-8200,8200,-25.86750789,25.86750789,5.5,10.4,5.4,4,1,4,3,2013,2009,2015,1,1,8
948,50000,48900,1100,1100,2.249488753,2.249488753,5.5,10.4,6.3,3,1,4,3,2012,2009,2014,1,1,8
949,14600,21500,-6900,6900,-32.09302326,32.09302326,8.5,6.3,5.4,4,1,5,3,2013,2009,2015,1,1,8
950,16360,17163,-803,803,-4.67866923,4.67866923,8.9,10.2,8.9,2,1,6,3,2012,2010,2011,1,6,1
951,40000,47000,-7000,7000,-14.89361702,14.89361702,6.3,10.4,4.8,5,1,4,3,2014,2009,2016,1,1,8
952,17300,20100,-2800,2800,-13.93034826,13.93034826,4.8,10.4,6.3,3,1,1,3,2012,2009,2014,1,1,8
953,5810,5808,2,2,0.034435262,0.034435262,6.5,10.2,6.5,4,1,6,3,2014,2010,2008,1,6,5
954,44500,51000,-6500,6500,-12.74509804,12.74509804,6.3,10.4,5.4,4,1,1,3,2013,2009,2015,1,1,8
955,63000,72000,-9000,9000,-12.5,12.5,5.5,10.4,5.4,4,3,4,3,2013,2009,2015,12,1,8
956,46000,50400,-4400,4400,-8.73015873,8.73015873,5.5,10.4,5.4,4,3,4,3,2013,2009,2015,12,1,8
957,36500,41500,-5000,5000,-12.04819277,12.04819277,5.5,10.4,5.4,4,3,4,3,2013,2009,2015,12,1,8
958,14040,12624,1416,1416,11.21673004,11.21673004,5.5,7.4,6.5,4,1,6,3,2016,2012,2008,1,6,3
959,22200,27300,-5100,5100,-18.68131868,18.68131868,5.5,10.4,5.4,4,3,4,3,2013,2009,2015,12,1,8
960,48500,56100,-7600,7600,-13.54723708,13.54723708,5.5,10.4,7.2,2,3,4,3,2011,2009,2013,12,1,8
961,78000,74000,4000,4000,5.405405405,5.405405405,7.2,10.4,6.3,2,3,5,3,2012,2010,2014,12,1,8
962,49000,69500,-20500,20500,-29.49640288,29.49640288,4.2,8.5,4.8,4,1,5,3,2014,2010,2016,1,1,8
963,36500,43500,-7000,7000,-16.09195402,16.09195402,4.8,11,5.4,3,3,5,3,2013,2010,2015,12,1,8
964,37500,38800,-1300,1300,-3.350515464,3.350515464,4.2,10,4.15,5,3,5,3,2015,2010,2017,12,1,8
965,28000,39500,-11500,11500,-29.11392405,29.11392405,4.2,11,6.3,2,3,5,3,2012,2010,2014,12,1,8
966,50000,55000,-5000,5000,-9.090909091,9.090909091,6.3,11,5.4,3,3,5,3,2013,2010,2015,12,1,8
967,54500,56300,-1800,1800,-3.197158082,3.197158082,5.5,11,5.4,3,3,5,3,2013,2010,2015,12,1,8
968,36500,43000,-6500,6500,-15.11627907,15.11627907,5.5,11,5.4,3,3,5,3,2013,2010,2015,12,1,8
969,50500,53800,-3300,3300,-6.133828996,6.133828996,5.5,11,6.3,2,3,5,3,2012,2010,2014,12,1,8
970,173372,197400,-24028,24028,-12.17223911,12.17223911,6.3,11,8.5,0,3,5,3,2010,2010,2012,12,1,8
971,47500,53500,-6000,6000,-11.21495327,11.21495327,5.5,11,5.4,3,3,5,3,2013,2010,2015,12,1,8
972,181062,196600,-15538,15538,-7.90335707,7.90335707,8.5,11,5.4,3,3,5,3,2013,2010,2015,12,1,8
973,28500,44100,-15600,15600,-35.37414966,35.37414966,5.5,11,4.8,4,3,1,3,2014,2010,2016,12,1,8
974,41500,42000,-500,500,-1.19047619,1.19047619,4.8,11,4.15,5,3,1,3,2015,2010,2017,12,1,8
975,25500,25000,500,500,2,2,4.2,11,5.4,3,3,1,3,2013,2010,2015,12,1,8
976,11900,16200,-4300,4300,-26.54320988,26.54320988,5.5,11,4.8,4,3,1,3,2014,2010,2016,12,1,8
977,5100,4200,900,900,21.42857143,21.42857143,4.8,11,4.8,3,1,4,3,2014,2011,2016,1,1,8
978,38500,41600,-3100,3100,-7.451923077,7.451923077,4.8,10,4.8,3,1,5,3,2014,2011,2016,1,1,8
979,37500,38000,-500,500,-1.315789474,1.315789474,6.3,6.3,4.8,3,1,5,3,2014,2011,2016,1,1,8
980,221000,230500,-9500,9500,-4.121475054,4.121475054,4.8,10,4.15,4,3,6,3,2015,2011,2017,12,1,8
981,204150,209700,-5550,5550,-2.646638054,2.646638054,4.2,7.2,4.15,4,3,6,3,2015,2011,2017,12,1,8
982,15500,15400,100,100,0.649350649,0.649350649,4.2,7.2,4.15,4,3,6,3,2015,2011,2017,12,1,8
983,2700,2686,14,14,0.521221147,0.521221147,6.5,10.2,10.3,3,2,6,3,2013,2010,2009,7,6,3
984,18000,13700,4300,4300,31.38686131,31.38686131,4.2,10,4.15,4,1,5,3,2015,2011,2017,3,1,8
985,13500,14200,-700,700,-4.929577465,4.929577465,4.2,10,4.15,4,1,5,3,2015,2011,2017,3,1,8
986,14000,17900,-3900,3900,-21.7877095,21.7877095,4.2,10,4.15,4,3,5,3,2015,2011,2017,12,1,8
