,ID,SFTAZ,MODE,TOD2,YEAR,DIST,DISTNAME,AVG_RIDE,ROUTES,STOPS,TRIP_STOPS,TRIP_STOPS_DELIVERED,RAPID_SHARE,SERVMILES_S_DELIVERED,RUNSPEED,ONTIME5,BUS_TRIP_STOPS_COMPETING,HHLDS,POP,TOTALEMP,EMPRES,ACCESS_30,HHLDS_0_VEH_SHARE,BART_AVG_RIDE,CALTRAIN_AVG_RIDE,AVG_TNC,HHLDS_SMOOTH,POP_SMOOTH,TOTALEMP_SMOOTH,EMPRES_SMOOTH,HHLDS_0_VEH_SHARE_SMOOTH,BART_AVG_RIDE_SMOOTH,CALTRAIN_AVG_RIDE_SMOOTH,AVG_TNC_SMOOTH
1425,90_BUS_0300-0859,90,BUS,0300-0859,2015,6,'Noe/Glen/Bernal',18.28272139,3,2,88,87.648,0,11.669136,14.79,0.633691026,38.27252594,406,1087,128,641,674554,0.300643087,0,0,9.385,142.4542603,382.969761,37.34332817,217.6879625,0.245961678,0,0,3.913112512
1427,90_BUS_0900-1559,90,BUS,0900-1559,2015,6,'Noe/Glen/Bernal',59.24235213,3,2,121,120.516,0,16.049544,13.59,0.589791709,60.27738621,406,1087,128,641,373842,0.300643087,0,0,12.57,142.4542603,382.969761,37.34332817,217.6879625,0.245961678,0,0,5.078055357
1429,90_BUS_1600-1859,90,BUS,1600-1859,2015,6,'Noe/Glen/Bernal',44.64177518,3,2,56,55.776,0,7.427172,13.04,0.552321359,27.49616401,406,1087,128,641,353087,0.300643087,0,0,13.53,142.4542603,382.969761,37.34332817,217.6879625,0.245961678,0,0,4.958241211
1431,90_BUS_1900-0259,90,BUS,1900-0259,2015,6,'Noe/Glen/Bernal',34.86720749,3,2,76,75.696,0,10.077528,15.52,0.603357653,38.80925953,406,1087,128,641,375317,0.300643087,0,0,37.7,142.4542603,382.969761,37.34332817,217.6879625,0.245961678,0,0,12.75771781
1441,91_BUS_0300-0859,91,BUS,0300-0859,2015,11,'Hill Districts',21.15703897,2,5,78,77.688,0,8.315604,15.45,0.612545491,17.52209823,355,998,52,501,621941,0.024696707,0,0,2.655,74.41700943,207.8981962,13.51156231,104.8363814,0.032658939,0,0,0.85440436
1443,91_BUS_0900-1559,91,BUS,0900-1559,2015,11,'Hill Districts',19.77620962,2,5,137,136.452,0,14.590404,15.51,0.561505576,31.44189599,355,998,52,501,426493,0.024696707,0,0,6.875,74.41700943,207.8981962,13.51156231,104.8363814,0.032658939,0,0,2.028558465
1445,91_BUS_1600-1859,91,BUS,1600-1859,2015,11,'Hill Districts',16.17224287,2,5,63,62.748,0,6.579576,14.29,0.415386604,14.37957338,355,998,52,501,577820,0.024696707,0,0,6.85,74.41700943,207.8981962,13.51156231,104.8363814,0.032658939,0,0,1.711175833
1447,91_BUS_1900-0259,91,BUS,1900-0259,2015,11,'Hill Districts',3.45536038,2,5,64,63.744,0,6.853476,15.97,0.563786278,15.73880475,355,998,52,501,497540,0.024696707,0,0,13.09,74.41700943,207.8981962,13.51156231,104.8363814,0.032658939,0,0,3.176638385
1457,92_BUS_0300-0859,92,BUS,0300-0859,2015,9,'Bayshore',257.6561305,2,4,134,133.464,0,16.859292,8.95,0.678731114,23.16810876,603,2219,1543,962,760500,0.134751773,0,0,27.97,84.84319912,312.5243064,182.1800176,135.2123341,0.131646258,0,0,3.851767996
1459,92_BUS_0900-1559,92,BUS,0900-1559,2015,9,'Bayshore',398.4251659,2,4,155,154.38,0,20.40804,8.6,0.658286686,33.89562417,603,2219,1543,962,648299,0.134751773,0,0,37.33,84.84319912,312.5243064,182.1800176,135.2123341,0.131646258,0,0,5.481378291
1461,92_BUS_1600-1859,92,BUS,1600-1859,2015,9,'Bayshore',181.4739055,2,4,75,74.7,0,9.87036,8.4,0.634903142,15.75474633,603,2219,1543,962,561307,0.134751773,0,0,24.44,84.84319912,312.5243064,182.1800176,135.2123341,0.131646258,0,0,3.563884155
1463,92_BUS_1900-0259,92,BUS,1900-0259,2015,9,'Bayshore',53.13983912,3,4,80,79.68,0,10.565568,9.39,0.732035024,17.56902191,603,2219,1543,962,670425,0.134751773,0,0,64.74,84.84319912,312.5243064,182.1800176,135.2123341,0.131646258,0,0,9.194018654
1473,93_BUS_0300-0859,93,BUS,0300-0859,2015,12,'Sunset',19.60434809,3,2,40,39.84,0,6.25986,19.97,0.574663669,17.24234049,328,969,51,480,233069,0.099652375,0,0,2.66,103.3473299,303.6638934,28.22878962,149.6454328,0.100002022,0,0,1.491294982
1475,93_BUS_0900-1559,93,BUS,0900-1559,2015,12,'Sunset',59.13609859,3,2,83,82.668,0,12.789636,19.3,0.621959203,32.38351123,328,969,51,480,153539,0.099652375,0,0,4.6,103.3473299,303.6638934,28.22878962,149.6454328,0.100002022,0,0,2.228491727
1477,93_BUS_1600-1859,93,BUS,1600-1859,2015,12,'Sunset',28.04716345,3,2,36,35.856,0,5.539752,17.81,0.560071184,13.86167816,328,969,51,480,171434,0.099652375,0,0,4.265,103.3473299,303.6638934,28.22878962,149.6454328,0.100002022,0,0,1.661426262
1479,93_BUS_1900-0259,93,BUS,1900-0259,2015,12,'Sunset',8.587201913,3,2,42,41.832,0,6.567624,21.84,0.677924346,16.54351747,328,969,51,480,204072,0.099652375,0,0,11.385,103.3473299,303.6638934,28.22878962,149.6454328,0.100002022,0,0,4.055667699
1489,94_BUS_0300-0859,94,BUS,0300-0859,2015,6,'Noe/Glen/Bernal',12.04442491,2,7,45,44.82,0,3.770856,14.55,0.510127527,16.48827746,310,674,40,436,681505,0.122591006,0,0,7.13,121.4953699,267.0894286,27.82792308,170.8115168,0.124383723,0.257002623,0,4.604391466
1491,94_BUS_0900-1559,94,BUS,0900-1559,2015,6,'Noe/Glen/Bernal',23.39753785,2,7,111,110.556,0,8.938104,13.22,0.744920548,35.66499499,310,674,40,436,527903,0.122591006,0,0,8.665,121.4953699,267.0894286,27.82792308,170.8115168,0.124383723,0.721245608,0,5.324180562
1493,94_BUS_1600-1859,94,BUS,1600-1859,2015,6,'Noe/Glen/Bernal',15.83537763,2,7,57,56.772,0,4.350528,11.68,0.428756967,17.67464097,310,674,40,436,696343,0.122591006,0,0,8.57,121.4953699,267.0894286,27.82792308,170.8115168,0.124383723,2.465126154,0,4.269603329
1495,94_BUS_1900-0259,94,BUS,1900-0259,2015,6,'Noe/Glen/Bernal',8.503368404,2,7,69,68.724,0,5.459076,12.78,0.728393255,21.69323974,310,674,40,436,575972,0.122591006,0,0,21.95,121.4953699,267.0894286,27.82792308,170.8115168,0.124383723,1.251735882,0,10.02165768
1505,95_BUS_0300-0859,95,BUS,0300-0859,2015,11,'Hill Districts',24.63423762,2,8,77,76.692,0,14.523672,14.95,0.570566408,15.69365402,699,1680,73,935,658006,0.020244461,0,0,6.57,127.6505816,311.1843631,15.15158573,173.8143524,0.059977043,3.039044058,0,1.618995855
1507,95_BUS_0900-1559,95,BUS,0900-1559,2015,11,'Hill Districts',34.63438618,2,8,162,161.352,0,30.197724,16.56,0.628517735,31.73050792,699,1680,73,935,341319,0.020244461,0,0,11.95,127.6505816,311.1843631,15.15158573,173.8143524,0.059977043,8.528695757,0,2.869329229
1509,95_BUS_1600-1859,95,BUS,1600-1859,2015,11,'Hill Districts',33.01065011,2,8,80,79.68,0,15.947952,15.17,0.383560789,15.1300635,699,1680,73,935,503932,0.020244461,0,0,12.175,127.6505816,311.1843631,15.15158573,173.8143524,0.059977043,29.15000209,0,2.688681387
1511,95_BUS_1900-0259,95,BUS,1900-0259,2015,11,'Hill Districts',9.002330568,2,8,91,90.636,0,16.246752,17.48,0.648328832,17.34470664,699,1680,73,935,613984,0.020244461,0,0,32.39,127.6505816,311.1843631,15.15158573,173.8143524,0.059977043,14.80171857,0,7.022996205
1521,96_BUS_0300-0859,96,BUS,0300-0859,2015,6,'Noe/Glen/Bernal',40.22121474,2,3,54,53.784,0,5.312664,10.74,0.642252875,38.70113584,451,1249,58,770,648919,0.064091308,0,0,5.82,217.4737996,594.7479859,50.27706051,360.2134679,0.116090021,0,0,3.853091677
1523,96_BUS_0900-1559,96,BUS,0900-1559,2015,6,'Noe/Glen/Bernal',56.46607988,2,3,89,88.644,0,8.70006,10.94,0.690243141,71.07870204,451,1249,58,770,457574,0.064091308,0,0,10.62,217.4737996,594.7479859,50.27706051,360.2134679,0.116090021,0,0,6.354496305
1525,96_BUS_1600-1859,96,BUS,1600-1859,2015,6,'Noe/Glen/Bernal',26.69157355,2,3,37,36.852,0,3.604524,10.46,0.58720547,30.15973817,451,1249,58,770,402719,0.064091308,0,0,12.775,217.4737996,594.7479859,50.27706051,360.2134679,0.116090021,0,0,7.000824986
1527,96_BUS_1900-0259,96,BUS,1900-0259,2015,6,'Noe/Glen/Bernal',13.43380679,2,3,52,51.792,0,5.187168,12.96,0.654973974,44.81800783,451,1249,58,770,431354,0.064091308,0,0,28.33,217.4737996,594.7479859,50.27706051,360.2134679,0.116090021,0,0,15.32573965
1537,97_BUS_0300-0859,97,BUS,0300-0859,2015,6,'Noe/Glen/Bernal',0.71304427,1,2,16,15.936,0,1.131456,13.66,0.542451596,7.380630264,479,1057,167,606,582681,0.124253934,0,0,7.76,82.87900357,184.7519537,33.81167234,107.4696983,0.122022043,3.115292385,0,2.124220781
1539,97_BUS_0900-1559,97,BUS,0900-1559,2015,6,'Noe/Glen/Bernal',2.948441987,1,2,32,31.872,0,2.262912,15.17,0.477300347,13.43308043,479,1057,167,606,321455,0.124253934,0,0,9.42,82.87900357,184.7519537,33.81167234,107.4696983,0.122022043,8.742677117,0,2.604953526
1541,97_BUS_1600-1859,97,BUS,1600-1859,2015,6,'Noe/Glen/Bernal',1.032218182,1,2,16,15.936,0,1.131456,13.82,0.550378788,6.81495381,479,1057,167,606,327699,0.124253934,0,0,8.275,82.87900357,184.7519537,33.81167234,107.4696983,0.122022043,29.88136328,0,2.033490479
1543,97_BUS_1900-0259,97,BUS,1900-0259,2015,6,'Noe/Glen/Bernal',0.523804487,1,2,18,17.928,0,1.272888,14.13,0.530062915,7.279241615,479,1057,167,606,225751,0.124253934,0,0,20.06,82.87900357,184.7519537,33.81167234,107.4696983,0.122022043,15.17308741,0,4.364452531
1553,98_BUS_0300-0859,98,BUS,0300-0859,2015,6,'Noe/Glen/Bernal',9.869459367,1,1,30,29.88,0,3.55572,11.14,0.609094984,26.88080224,380,1019,116,601,505279,0.300643087,0,0,6.74,171.3428617,461.7354948,42.65617578,271.8784645,0.217273133,0,0,3.15542729
1555,98_BUS_0900-1559,98,BUS,0900-1559,2015,6,'Noe/Glen/Bernal',60.54869152,1,1,47,46.812,0,5.570628,9.08,0.729579155,45.2829673,380,1019,116,601,351997,0.300643087,0,0,14.345,171.3428617,461.7354948,42.65617578,271.8784645,0.217273133,0,0,5.600084847
1557,98_BUS_1600-1859,98,BUS,1600-1859,2015,6,'Noe/Glen/Bernal',35.38954404,1,1,19,18.924,0,2.251956,8.18,0.54845689,19.77480571,380,1019,116,601,321949,0.300643087,0,0,14.65,171.3428617,461.7354948,42.65617578,271.8784645,0.217273133,0,0,5.83807918
1559,98_BUS_1900-0259,98,BUS,1900-0259,2015,6,'Noe/Glen/Bernal',16.91843778,1,1,32,31.872,0,3.792768,11.61,0.575987311,30.37928051,380,1019,116,601,352833,0.300643087,0,0,29.4,171.3428617,461.7354948,42.65617578,271.8784645,0.217273133,0,0,12.81949997
1569,99_BUS_0300-0859,99,BUS,0300-0859,2015,12,'Sunset',39.51233263,2,6,93,92.628,0,10.043664,8.76,0.648653571,19.24381982,459,1298,128,664,275233,0.157171717,0,0,12.135,115.7622993,329.6513386,31.88045245,167.7743692,0.147998956,0,0,2.789094396
1571,99_BUS_0900-1559,99,BUS,0900-1559,2015,12,'Sunset',82.8736168,2,6,168,167.328,0,19.054476,11.23,0.619825919,35.62427113,459,1298,128,664,200370,0.157171717,0,0,12.955,115.7622993,329.6513386,31.88045245,167.7743692,0.147998956,0,0,3.082712506
1573,99_BUS_1600-1859,99,BUS,1600-1859,2015,12,'Sunset',37.83443426,2,6,72,71.712,0,8.166204,10.95,0.593576939,15.16158045,459,1298,128,664,233759,0.157171717,0,0,10.71,115.7622993,329.6513386,31.88045245,167.7743692,0.147998956,0,0,2.450458553
1575,99_BUS_1900-0259,99,BUS,1900-0259,2015,12,'Sunset',25.24509903,3,7,135,134.46,0,13.637232,11.25,0.73147727,28.02779203,459,1298,128,664,294661,0.157171717,0,0,22.105,115.7622993,329.6513386,31.88045245,167.7743692,0.147998956,0,0,5.294957242
1577,99_RAIL_0300-0859,99,RAIL,0300-0859,2015,12,'Sunset',64.92603551,1,2,81,81,0,7.509,6.94,0,19.24381982,459,1298,128,664,239759,0.157171717,0,0,12.135,115.7622993,329.6513386,31.88045245,167.7743692,0.147998956,0,0,2.789094396
1579,99_RAIL_0900-1559,99,RAIL,0900-1559,2015,12,'Sunset',256.2869822,1,2,136,136,0,12.154,6,0,35.62427113,459,1298,128,664,166101,0.157171717,0,0,12.955,115.7622993,329.6513386,31.88045245,167.7743692,0.147998956,0,0,3.082712506
1581,99_RAIL_1600-1859,99,RAIL,1600-1859,2015,12,'Sunset',75.17751482,1,2,69,69,0,6.141,5.9,0,15.16158045,459,1298,128,664,206091,0.157171717,0,0,10.71,115.7622993,329.6513386,31.88045245,167.7743692,0.147998956,0,0,2.450458553
1583,99_RAIL_1900-0259,99,RAIL,1900-0259,2015,12,'Sunset',4.393491125,1,2,86,86,0,7.304,7.31,0,28.02779203,459,1298,128,664,256888,0.157171717,0,0,22.105,115.7622993,329.6513386,31.88045245,167.7743692,0.147998956,0,0,5.294957242
1585,100_BUS_0300-0859,100,BUS,0300-0859,2015,6,'Noe/Glen/Bernal',139.6245045,3,11,153,152.388,0,13.233852,10.16,0.7544085,52.18112996,316,876,121,541,663262,0.064091308,0,0,7.25,179.1376076,489.3732572,67.63982918,301.7051911,0.088105452,0,0,4.162407683
1587,100_BUS_0900-1559,100,BUS,0900-1559,2015,6,'Noe/Glen/Bernal',213.0606784,3,11,304,302.784,0,26.515512,10.76,0.80096283,101.1138229,316,876,121,541,481677,0.064091308,0,0,7.92,179.1376076,489.3732572,67.63982918,301.7051911,0.088105452,0,0,5.855157353
1589,100_BUS_1600-1859,100,BUS,1600-1859,2015,6,'Noe/Glen/Bernal',115.6958857,3,11,128,127.488,0,11.193048,11.12,0.616411463,42.62806291,316,876,121,541,409027,0.064091308,0,0,9.49,179.1376076,489.3732572,67.63982918,301.7051911,0.088105452,0,0,6.144710753
1591,100_BUS_1900-0259,100,BUS,1900-0259,2015,6,'Noe/Glen/Bernal',59.6729854,3,11,191,190.236,0,16.450932,12.37,0.626456557,64.49213391,316,876,121,541,445435,0.064091308,0,0,19.9,179.1376076,489.3732572,67.63982918,301.7051911,0.088105452,0,0,13.76261439
1601,101_BUS_0300-0859,101,BUS,0300-0859,2015,6,'Noe/Glen/Bernal',2.526255495,1,3,19,18.924,0,1.662324,14.7,0.510410642,28.25575004,504,1097,79,709,579660,0.122591006,0,0,24.8,239.4396765,527.8067171,61.12772726,338.7157196,0.133587782,0,0,11.15783744
1603,101_BUS_0900-1559,101,BUS,0900-1559,2015,6,'Noe/Glen/Bernal',3.59688383,1,3,42,41.832,0,3.750936,14.09,0.695075191,58.57257776,504,1097,79,709,380392,0.122591006,0,0,26.895,239.4396765,527.8067171,61.12772726,338.7157196,0.133587782,0,0,11.46532138
1605,101_BUS_1600-1859,101,BUS,1600-1859,2015,6,'Noe/Glen/Bernal',2.90385989,1,3,18,17.928,0,1.607544,14.36,0.39545177,25.81058774,504,1097,79,709,434380,0.122591006,0,0,21.34,239.4396765,527.8067171,61.12772726,338.7157196,0.133587782,0,0,9.289650202
1607,101_BUS_1900-0259,101,BUS,1900-0259,2015,6,'Noe/Glen/Bernal',0.563392714,1,3,26,25.896,0,2.356536,14.56,0.701817413,36.96407587,504,1097,79,709,370862,0.122591006,0,0,49.265,239.4396765,527.8067171,61.12772726,338.7157196,0.133587782,0,0,22.35777181
1609,101_RAIL_0300-0859,101,RAIL,0300-0859,2015,6,'Noe/Glen/Bernal',62.30769233,1,2,50,50,0,24.622,11.7,0,28.25575004,504,1097,79,709,695271,0.122591006,0,0,24.8,239.4396765,527.8067171,61.12772726,338.7157196,0.133587782,0,0,11.15783744
1611,101_RAIL_0900-1559,101,RAIL,0900-1559,2015,6,'Noe/Glen/Bernal',96.33727814,1,2,91,91,0,41.3,10.31,0,58.57257776,504,1097,79,709,536339,0.122591006,0,0,26.895,239.4396765,527.8067171,61.12772726,338.7157196,0.133587782,0,0,11.46532138
1613,101_RAIL_1600-1859,101,RAIL,1600-1859,2015,6,'Noe/Glen/Bernal',40.26035505,1,2,39,39,0,17.33,10.1,0,25.81058774,504,1097,79,709,630304,0.122591006,0,0,21.34,239.4396765,527.8067171,61.12772726,338.7157196,0.133587782,0,0,9.289650202
1615,101_RAIL_1900-0259,101,RAIL,1900-0259,2015,6,'Noe/Glen/Bernal',20.60946746,1,2,47,47,0,18.866,10.74,0,36.96407587,504,1097,79,709,617112,0.122591006,0,0,49.265,239.4396765,527.8067171,61.12772726,338.7157196,0.133587782,0,0,22.35777181
1617,102_BUS_0300-0859,102,BUS,0300-0859,2015,6,'Noe/Glen/Bernal',130.0854453,3,7,314,312.744,0,34.4367,9.49,0.642344673,93.00572001,539,1444,85,852,745326,0.300643087,0,0,16.235,188.1755499,492.2369234,51.4304169,292.2932715,0.242503252,0,0,5.942509524
1619,102_BUS_0900-1559,102,BUS,0900-1559,2015,6,'Noe/Glen/Bernal',208.5375349,3,7,482,480.072,0,51.815904,9.02,0.675000447,148.5883477,539,1444,85,852,455853,0.300643087,0,0,15.49,188.1755499,492.2369234,51.4304169,292.2932715,0.242503252,0,0,7.101000396
1621,102_BUS_1600-1859,102,BUS,1600-1859,2015,6,'Noe/Glen/Bernal',115.4196607,3,7,219,218.124,0,23.81934,7.8,0.62405669,67.24548693,539,1444,85,852,440970,0.300643087,0,0,15.185,188.1755499,492.2369234,51.4304169,292.2932715,0.242503252,0,0,6.680787489
1623,102_BUS_1900-0259,102,BUS,1900-0259,2015,6,'Noe/Glen/Bernal',73.04263169,3,7,364,362.544,0,38.850972,10.9,0.613414529,107.6445677,539,1444,85,852,545836,0.300643087,0,0,41.755,188.1755499,492.2369234,51.4304169,292.2932715,0.242503252,0,0,17.91953408
1633,103_BUS_0300-0859,103,BUS,0300-0859,2015,11,'Hill Districts',26.72766237,2,12,244,243.024,0,28.126044,12.73,0.771054707,26.29177396,281,743,40,368,853102,0.090613383,0,0,5.59,37.8661768,100.499069,13.90100084,50.04245429,0.085831346,0,0,1.121209775
1635,103_BUS_0900-1559,103,BUS,0900-1559,2015,11,'Hill Districts',53.60082975,2,12,423,421.308,0,48.875712,12.64,0.668804405,45.90715321,281,743,40,368,706506,0.090613383,0,0,9.935,37.8661768,100.499069,13.90100084,50.04245429,0.085831346,0,0,1.793435086
1637,103_BUS_1600-1859,103,BUS,1600-1859,2015,11,'Hill Districts',24.35669224,2,12,201,200.196,0,23.267556,12.93,0.564672103,21.75925825,281,743,40,368,822106,0.090613383,0,0,9.29,37.8661768,100.499069,13.90100084,50.04245429,0.085831346,0,0,1.410341283
1639,103_BUS_1900-0259,103,BUS,1900-0259,2015,11,'Hill Districts',8.655288841,2,12,197,196.212,0,22.722744,13.98,0.645366322,22.59592357,281,743,40,368,797855,0.090613383,0,0,18.625,37.8661768,100.499069,13.90100084,50.04245429,0.085831346,0,0,2.633702854
1649,104_BUS_0300-0859,104,BUS,0300-0859,2015,6,'Noe/Glen/Bernal',26.4324659,2,7,96,95.616,0,11.322528,9.6,0.601700772,47.03058635,556,1211,236,782,697209,0.122591006,0,0,31.035,284.4839583,618.4853319,100.3573632,400.8360685,0.14903252,0,0,14.02870669
1651,104_BUS_0900-1559,104,BUS,0900-1559,2015,6,'Noe/Glen/Bernal',127.2275957,2,7,211,210.156,0,24.906972,10.53,0.631910517,96.64945459,556,1211,236,782,456897,0.122591006,0,0,25.795,284.4839583,618.4853319,100.3573632,400.8360685,0.14903252,0,0,13.53799159
1653,104_BUS_1600-1859,104,BUS,1600-1859,2015,6,'Noe/Glen/Bernal',52.82811895,2,7,87,86.652,0,10.265772,10.04,0.521051628,40.75951589,556,1211,236,782,512551,0.122591006,0,0,19.64,284.4839583,618.4853319,100.3573632,400.8360685,0.14903252,0,0,11.22561783
1655,104_BUS_1900-0259,104,BUS,1900-0259,2015,6,'Noe/Glen/Bernal',18.59104087,2,7,132,131.472,0,15.593376,11.35,0.561005778,61.96037138,556,1211,236,782,449158,0.122591006,0,0,48.71,284.4839583,618.4853319,100.3573632,400.8360685,0.14903252,0,0,27.86805802
1657,104_RAIL_0300-0859,104,RAIL,0300-0859,2015,6,'Noe/Glen/Bernal',8.147928997,1,2,43,43,0,4.115,10.67,0,47.03058635,556,1211,236,782,686597,0.122591006,0,0,31.035,284.4839583,618.4853319,100.3573632,400.8360685,0.14903252,0,0,14.02870669
1659,104_RAIL_0900-1559,104,RAIL,0900-1559,2015,6,'Noe/Glen/Bernal',52.24260357,1,2,90,90,0,7.38,9.04,0,96.64945459,556,1211,236,782,452171,0.122591006,0,0,25.795,284.4839583,618.4853319,100.3573632,400.8360685,0.14903252,0,0,13.53799159
1661,104_RAIL_1600-1859,104,RAIL,1600-1859,2015,6,'Noe/Glen/Bernal',29.2366864,1,2,40,40,0,3.28,8.56,0,40.75951589,556,1211,236,782,525356,0.122591006,0,0,19.64,284.4839583,618.4853319,100.3573632,400.8360685,0.14903252,0,0,11.22561783
1663,104_RAIL_1900-0259,104,RAIL,1900-0259,2015,6,'Noe/Glen/Bernal',7.189349114,1,2,56,56,0,4.592,9.76,0,61.96037138,556,1211,236,782,435808,0.122591006,0,0,48.71,284.4839583,618.4853319,100.3573632,400.8360685,0.14903252,0,0,27.86805802
1665,105_BUS_0300-0859,105,BUS,0300-0859,2015,6,'Noe/Glen/Bernal',7.875725335,1,2,46,45.816,0,3.4362,13.19,0.662199907,79.31148683,357,889,48,538,636521,0.198208287,0,0,4.81,260.4997077,653.5525085,90.95403492,399.0134475,0.180784679,0,0,6.351356804
1667,105_BUS_0900-1559,105,BUS,0900-1559,2015,6,'Noe/Glen/Bernal',9.005026834,1,2,92,91.632,0,6.8724,12.97,0.529451407,138.4534932,357,889,48,538,366907,0.198208287,0,0,8.035,260.4997077,653.5525085,90.95403492,399.0134475,0.180784679,0,0,9.843523819
1669,105_BUS_1600-1859,105,BUS,1600-1859,2015,6,'Noe/Glen/Bernal',2.638995816,1,2,40,39.84,0,2.988,13.22,0.585992436,61.95044768,357,889,48,538,495709,0.198208287,0,0,9.485,260.4997077,653.5525085,90.95403492,399.0134475,0.180784679,0,0,9.986537348
1671,105_BUS_1900-0259,105,BUS,1900-0259,2015,6,'Noe/Glen/Bernal',1.784803659,1,2,78,77.688,0,5.8266,14.21,0.706487543,99.799793,357,889,48,538,586665,0.198208287,0,0,20.9,260.4997077,653.5525085,90.95403492,399.0134475,0.180784679,0,0,25.07801009
1681,106_BUS_0300-0859,106,BUS,0300-0859,2015,12,'Sunset',5.019253029,2,1,23,22.908,0,3.32166,23.85,0.599517292,12.62832028,486,1437,120,712,340069,0.099652375,0,0,6.59,164.9881724,483.1427035,48.02701546,240.9423331,0.108967459,0,0,2.454194424
1683,106_BUS_0900-1559,106,BUS,0900-1559,2015,12,'Sunset',10.97148884,2,1,42,41.832,0,6.06564,23.43,0.600191269,24.75867459,486,1437,120,712,267861,0.099652375,0,0,8.385,164.9881724,483.1427035,48.02701546,240.9423331,0.108967459,0,0,3.0915168
1685,106_BUS_1600-1859,106,BUS,1600-1859,2015,12,'Sunset',5.883879873,2,1,18,17.928,0,2.59956,21.9,0.564536291,10.71436647,486,1437,120,712,302001,0.099652375,0,0,5.92,164.9881724,483.1427035,48.02701546,240.9423331,0.108967459,0,0,2.298661652
1687,106_BUS_1900-0259,106,BUS,1900-0259,2015,12,'Sunset',3.175965357,3,2,32,31.872,0,4.406304,24.04,0.764122905,17.53805453,486,1437,120,712,370229,0.099652375,0,0,13.68,164.9881724,483.1427035,48.02701546,240.9423331,0.108967459,0,0,5.547582851
1689,106_RAIL_0300-0859,106,RAIL,0300-0859,2015,12,'Sunset',69.31952663,1,1,25,25,0,2.95,10.06,0,12.62832028,486,1437,120,712,315065,0.099652375,0,0,6.59,164.9881724,483.1427035,48.02701546,240.9423331,0.108967459,0,0,2.454194424
1691,106_RAIL_0900-1559,106,RAIL,0900-1559,2015,12,'Sunset',81.03550294,1,1,45,45,0,5.31,9.7,0,24.75867459,486,1437,120,712,233064,0.099652375,0,0,8.385,164.9881724,483.1427035,48.02701546,240.9423331,0.108967459,0,0,3.0915168
1693,106_RAIL_1600-1859,106,RAIL,1600-1859,2015,12,'Sunset',29.28994083,1,1,23,23,0,2.714,9.89,0,10.71436647,486,1437,120,712,269289,0.099652375,0,0,5.92,164.9881724,483.1427035,48.02701546,240.9423331,0.108967459,0,0,2.298661652
1695,106_RAIL_1900-0259,106,RAIL,1900-0259,2015,12,'Sunset',3.905325444,1,1,31,31,0,3.658,11.42,0,17.53805453,486,1437,120,712,319218,0.099652375,0,0,13.68,164.9881724,483.1427035,48.02701546,240.9423331,0.108967459,0,0,5.547582851
1697,107_BUS_0300-0859,107,BUS,0300-0859,2015,6,'Noe/Glen/Bernal',77.58869811,2,4,99,98.604,0,11.748816,8.87,0.833722829,47.01584622,436,908,108,608,769795,0.197674419,0,0,19.88,249.1815326,529.2405891,90.54033345,349.4856727,0.186574506,0,0,10.59207736
1699,107_BUS_0900-1559,107,BUS,0900-1559,2015,6,'Noe/Glen/Bernal',111.8917465,2,4,198,197.208,0,23.497632,8.79,0.81305895,92.76613992,436,908,108,608,602025,0.197674419,0,0,19.275,249.1815326,529.2405891,90.54033345,349.4856727,0.186574506,0,0,11.48511865
1701,107_BUS_1600-1859,107,BUS,1600-1859,2015,6,'Noe/Glen/Bernal',38.85737166,2,4,82,81.672,0,9.728928,8.23,0.689340541,39.1524189,436,908,108,608,720126,0.197674419,0,0,20.47,249.1815326,529.2405891,90.54033345,349.4856727,0.186574506,0,0,11.0060595
1703,107_BUS_1900-0259,107,BUS,1900-0259,2015,6,'Noe/Glen/Bernal',13.89082267,2,4,132,131.472,0,15.681024,9.82,0.771582651,61.00323708,436,908,108,608,733233,0.197674419,0,0,51.075,249.1815326,529.2405891,90.54033345,349.4856727,0.186574506,0,0,28.35250513
1705,107_RAIL_0300-0859,107,RAIL,0300-0859,2015,6,'Noe/Glen/Bernal',256.4201185,1,4,108,108,0,17.785,9.58,0,47.01584622,436,908,108,608,801745,0.197674419,0,0,19.88,249.1815326,529.2405891,90.54033345,349.4856727,0.186574506,0,0,10.59207736
1707,107_RAIL_0900-1559,107,RAIL,0900-1559,2015,6,'Noe/Glen/Bernal',322.5621303,1,4,183,183,0,31.589,8.39,0,92.76613992,436,908,108,608,647840,0.197674419,0,0,19.275,249.1815326,529.2405891,90.54033345,349.4856727,0.186574506,0,0,11.48511865
1709,107_RAIL_1600-1859,107,RAIL,1600-1859,2015,6,'Noe/Glen/Bernal',159.1242604,1,4,77,77,0,13.456,8.03,0,39.1524189,436,908,108,608,734441,0.197674419,0,0,20.47,249.1815326,529.2405891,90.54033345,349.4856727,0.186574506,0,0,11.0060595
1711,107_RAIL_1900-0259,107,RAIL,1900-0259,2015,6,'Noe/Glen/Bernal',69.49704145,1,4,85,85,0,15.768,9,0,61.00323708,436,908,108,608,740488,0.197674419,0,0,51.075,249.1815326,529.2405891,90.54033345,349.4856727,0.186574506,0,0,28.35250513
